Compound name,Injection time,Peak mass,Error to closest theory mass (ppm),Closest theory mass,Ligand count,Relative labelling
SIM-SYN-f15aaa3a-1,4.19,33795.90201373067,11.628087320286262,33796.295000000035,0,0.0
SIM-SYN-f15aaa3a-1,4.19,33828.674119355856,958.0671300159039,33796.295000000035,0,0.0
SIM-SYN-f15aaa3a-1,4.19,34088.702981790884,1.9062595240335791,34088.638000000035,1,82.53790922948949
SIM-SYN-f15aaa3a-1,4.19,34108.90687338697,594.5932303583469,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,4.19,34502.96665709038,3548.056324813503,34380.981000000036,2,0.0
SIM-SYN-f15aaa3a-1,61.17,33828.74971555516,960.3039491496414,33796.295000000035,0,0.0
SIM-SYN-f15aaa3a-1,61.17,34087.700062932614,27.51465363390122,34088.638000000035,1,91.19607197749963
SIM-SYN-f15aaa3a-1,61.17,34094.147197577855,161.6138954516039,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,61.17,34109.25098379747,604.6878082203441,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,61.17,34126.54841150004,1112.1128248071443,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,61.17,34147.173970736825,1717.1695371575036,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,61.17,34502.420753543716,3532.1782570334453,34380.981000000036,2,0.0
SIM-SYN-f15aaa3a-1,181.18,33828.10310375537,941.1713252986669,33796.295000000035,0,0.0
SIM-SYN-f15aaa3a-1,181.18,34086.866681357016,51.962141843836164,34088.638000000035,1,92.11621125863878
SIM-SYN-f15aaa3a-1,181.18,34094.280997952286,165.5389679180164,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,181.18,34108.8611859297,593.2529756591094,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,181.18,34122.613034574715,996.6674108446251,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,181.18,34144.59662785971,1641.5624425850087,34088.638000000035,1,0.0
SIM-SYN-f15aaa3a-1,181.18,34503.431747857336,3561.583884337083,34380.981000000036,2,0.0
SIM-SYN-f15aaa3a-1,4.66,33795.90970454744,11.4005234181353,33796.295000000035,0,0.0
SIM-SYN-f15aaa3a-1,4.66,33828.26698497344,946.0204135809216,33796.295000000035,0,0.0
