,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,33796.203413461626,33796.295000000035,0,2.7099579527457607,0.0
1,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,34061.66607320893,34061.01200000003,1,19.202988123133213,1.6887441531754162
2,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,34270.34902858808,34590.44600000003,2,9253.91281199291,0.0
3,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,35365.09060749792,35384.59700000003,3,551.2679006096778,0.0
4,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,35365.09060749792,36443.46500000003,4,29590.33649797325,0.0
5,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,11.75,37842.771517711226,37767.05000000003,5,2004.9624662554747,0.0
6,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,33796.24123853481,33796.295000000035,0,1.5907502650092435,0.0
7,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,34060.577039748874,34061.01200000003,1,12.770033114619809,0.5751072496710179
8,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,34696.48011755427,34590.44600000003,2,3065.4163162346704,0.0
9,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,35703.27964173363,35384.59700000003,3,9006.253250068034,0.0
10,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,36736.21240166395,36443.46500000003,4,8032.918979134307,0.0
11,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,37776.10419631305,37767.05000000003,5,239.73798093884176,0.0
12,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,68.73,39193.69211028505,39355.352000000035,6,4107.697720884028,0.0
13,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,33796.37098475505,33796.295000000035,0,2.248316125017856,0.0
14,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,34059.79560587587,34061.01200000003,1,35.712213253079646,0.2592897740032244
15,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,34724.4126548026,34590.44600000003,2,3872.938059329174,0.0
16,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,35252.20307843122,35384.59700000003,3,3741.56929267296,0.0
17,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,36279.50831401116,36443.46500000003,4,4498.932414600879,0.0
18,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,37772.911128645675,37767.05000000003,5,155.1915928208179,0.0
19,16_MED-COV-4280ac29-13,MED-COV-4280ac29-13,188.76,38949.61536692819,39355.352000000035,6,10309.566868359936,0.0
