,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,33795.872385778355,33796.295000000035,0,12.504750052613623,0.0
1,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,34046.59242052019,34046.98500000004,1,11.530521126871909,75.51427063873687
2,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,34482.28759457371,34548.365000000034,2,1912.6058621391708,0.0
3,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,35448.89790784386,35300.435000000034,3,4205.69627098994,0.0
4,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,36831.73453303263,36303.195000000036,4,14559.036278558715,0.0
5,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,5.83,37860.418787233924,37556.64500000003,5,8088.416503494679,0.0
6,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,33793.71910115406,33796.295000000035,0,76.21837973574009,0.0
7,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,34047.05613015752,34046.98500000004,1,2.0891763979903386,99.72137820214847
8,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,34500.173613371975,34548.365000000034,2,1394.8963034302553,0.0
9,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,35098.303486978475,35300.435000000034,3,5726.034623130246,0.0
10,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,36049.79958139413,36303.195000000036,4,6979.975691007504,0.0
11,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,37925.39965974729,37556.64500000003,5,9818.626231050548,0.0
12,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,62.83,39222.59769568241,39060.78500000003,6,4142.586885603454,0.0
13,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,33796.69949165516,33796.295000000035,0,11.968520665604537,0.0
14,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,34047.08492805829,34046.98500000004,1,2.9350046194865893,99.6841801191813
15,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,34495.09978918539,34548.365000000034,2,1541.7577883828371,0.0
16,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,35198.81669146766,35300.435000000034,3,2878.670150449188,0.0
17,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,36037.84221736512,36303.195000000036,4,7309.350668306635,0.0
18,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,37798.941486453296,37556.64500000003,5,6451.494441350183,0.0
19,6_AAR-POS-d2a4d1df-35,AAR-POS-d2a4d1df-35,182.85,39213.91921337514,39060.78500000003,6,3920.4079839949304,0.0
