,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,33795.90201373067,33796.295000000035,0,11.628087320286262,0.0
1,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,34088.702981790884,34088.638000000035,1,1.9062595240335791,82.53790922948949
2,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,34510.61076622472,34673.32400000004,2,4692.749785838633,0.0
3,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,35369.484467809154,35550.35300000004,3,5087.671905561246,0.0
4,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,36878.68093318552,36719.72500000004,4,4328.897702405886,0.0
5,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,4.19,37926.16385419232,38181.440000000046,5,6685.870040724735,0.0
6,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,33796.348660473304,33796.295000000035,0,1.5877620097025846,0.0
7,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,34089.23363671225,34088.638000000035,1,17.4731742644743,98.67078318239594
8,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,34581.052160825726,34673.32400000004,2,2661.176620225708,0.0
9,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,35389.19790837904,35550.35300000004,3,4533.15025088488,0.0
10,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,36915.01323969442,36719.72500000004,4,5318.347010887876,0.0
11,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,61.17,38178.491266375626,38181.440000000046,5,77.22950272226835,0.0
12,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,33793.455626400515,33796.295000000035,0,84.01434534523979,0.0
13,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,34088.68452868085,34088.638000000035,1,1.3649322339476655,98.11892776466001
14,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,34832.863348964376,34673.32400000004,2,4601.212994875806,0.0
15,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,35389.10991349536,35550.35300000004,3,4535.625469166987,0.0
16,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,36907.621587682326,36719.72500000004,4,5117.047790588949,0.0
17,3_SIM-SYN-f15aaa3a-1,SIM-SYN-f15aaa3a-1,181.18,38238.25741843222,38181.440000000046,5,1488.089983829211,0.0
