,Injection name,Compound name,Injection time,Peak mass,Error to closest theory mass (ppm),Closest theory mass,Ligand count,Relative labelling
0,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,33796.172458922425,3.6258731204009047,33796.295000000035,0,0.0
1,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,33816.23968531715,590.1441361284581,33796.295000000035,0,0.0
2,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,33826.0402667863,880.133955105645,33796.295000000035,0,0.0
3,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,34224.01306069513,12655.767760788362,33796.295000000035,0,0.0
4,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,33776.85800630314,575.12202733744,33796.295000000035,0,0.0
5,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,33795.825110299586,13.903586190413167,33796.295000000035,0,0.0
6,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,33828.542316407715,954.1672070172192,33796.295000000035,0,0.0
7,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,34206.56057477076,12139.365417739562,33796.295000000035,0,0.0
8,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,34224.024080719886,12656.093832766315,33796.295000000035,0,0.0
9,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,34241.089454195746,13161.04188922812,33796.295000000035,0,0.0
10,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,33794.77942893816,44.84429615349887,33796.295000000035,0,0.0
11,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,33829.063935409315,969.6014136839531,33796.295000000035,0,0.0
12,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34224.06274229513,12657.237791748894,33796.295000000035,0,0.0
13,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34250.57530439675,13441.719111420756,33796.295000000035,0,0.0
14,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34263.249548248496,13816.737847993705,33796.295000000035,0,0.0
15,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34288.8783365246,14575.069146619859,33796.295000000035,0,0.0
