,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,33795.514056165055,33796.295000000035,0,23.107380113102693,0.0
1,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,34081.49561819651,34081.43000000004,1,1.9253357759115162,88.55735492802255
2,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,34514.56791195027,34651.70000000003,2,3957.4418585456383,0.0
3,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,35446.412433189755,35507.10500000003,3,1709.3076670226308,0.0
4,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,35641.46647094727,36647.64500000003,4,27455.475762569775,0.0
5,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,12.91,39255.58580755137,38073.320000000036,5,31052.34341400568,0.0
6,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,33796.92121126328,33796.295000000035,0,18.528991513615885,0.0
7,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,34081.75796657784,34081.43000000004,1,9.623028664076777,98.24440255284979
8,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,34577.06943847254,34651.70000000003,2,2153.734492896176,0.0
9,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,34577.06943847254,35507.10500000003,3,26192.94255410258,0.0
10,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,37538.925300143805,36647.64500000003,4,24320.26123762579,0.0
11,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,37928.50609689722,38073.320000000036,5,3803.5533308578933,0.0
12,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,69.91,39804.8285082092,39784.130000000034,6,520.2704749145764,0.0
13,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,33795.94230669504,33796.295000000035,0,10.43585709600173,0.0
14,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,34080.928649545516,34081.43000000004,1,14.71037026675329,98.09280104781189
15,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,34534.81724078076,34651.70000000003,2,3373.0743143705936,0.0
16,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,35721.44701104846,35507.10500000003,3,6036.594958908343,0.0
17,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,36742.823866691295,36647.64500000003,4,2597.1345959955015,0.0
18,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,37946.326548105084,38073.320000000036,5,3335.4971905510747,0.0
19,18_PAU-UNI-8cdd41c7-1,PAU-UNI-8cdd41c7-1,189.93,39804.59826765088,39784.130000000034,6,514.4832286352749,0.0
