,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,33796.135025796706,33796.295000000035,0,4.733483458130599,0.0
1,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,34045.12842913138,34044.53800000004,1,17.34284458029087,12.112846621666279
2,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,34364.58412938017,34541.024000000034,2,5108.125069478614,0.0
3,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,35295.9637162265,35285.75300000003,3,289.3722071473318,0.0
4,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,36356.849934162055,36278.725000000035,4,2153.4641628673676,0.0
5,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,37321.547349099266,37519.94000000003,5,5287.659066106315,0.0
6,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,10.08,39185.87319090033,39009.39800000003,6,4523.914747423234,0.0
7,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,33796.40432430346,33796.295000000035,0,3.2348014309422632,0.0
8,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,34044.43344600198,34044.53800000004,1,3.071094636533262,66.7025775478563
9,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,34532.73907717498,34541.024000000034,2,239.8574757093513,0.0
10,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,35241.56572940169,35285.75300000003,3,1252.2694527261613,0.0
11,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,36178.35807912124,36278.725000000035,4,2766.5503922422226,0.0
12,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,37361.51787337473,37519.94000000003,5,4222.344881822854,0.0
13,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,67.07,39104.67933684208,39009.39800000003,6,2442.5226157565035,0.0
14,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,33795.85043129415,33796.295000000035,0,13.15436221287819,0.0
15,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,34044.011923027836,34044.53800000004,1,15.452610113282361,98.06413942256272
16,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,34496.957784258026,34541.024000000034,2,1275.7646021730077,0.0
17,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,35318.43035723248,35285.75300000003,3,926.0779338461466,0.0
18,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,36327.38266574309,36278.725000000035,4,1341.21763493772,0.0
19,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,37330.52157022672,37519.94000000003,5,5048.473685547152,0.0
20,13_NEH-REV-107bcf72-5,NEH-REV-107bcf72-5,187.09,39136.01869246791,39009.39800000003,6,3245.9022430409495,0.0
