,Injection name,Compound name,Injection time,Peak mass,Error to closest theory mass (ppm),Closest theory mass,Ligand count,Relative labelling
0,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,33796.14366141465,4.477963794054952,33796.295000000035,0,0.0
1,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,33826.46703509244,892.7616205388154,33796.295000000035,0,0.0
2,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,34054.371480303445,7.327043709872476,34054.621000000036,1,41.41211930781174
3,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,34071.50469147683,495.78268619686634,34054.621000000036,1,0.0
4,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,34210.47216556851,2986.477216064331,34312.94700000004,2,0.0
5,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,15.26,34468.45572581962,2974.0667686843767,34571.27300000004,3,0.0
6,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,33796.24805450976,1.389072094373703,33796.295000000035,0,0.0
7,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,33828.91103051282,965.0771042442682,33796.295000000035,0,0.0
8,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,34054.39785306521,6.5526183605513575,34054.621000000036,1,95.76306631462505
9,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,34066.56013759027,350.5878861560126,34054.621000000036,1,0.0
10,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,34077.15917429369,661.824258553678,34054.621000000036,1,0.0
11,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,34113.11027555644,1717.513624844243,34054.621000000036,1,0.0
12,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,72.27,34468.26804415373,2979.495601631646,34571.27300000004,3,0.0
13,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,33827.95128099482,936.6790352252021,33796.295000000035,0,0.0
14,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,34046.29121511393,244.60072206071155,34054.621000000036,1,0.0
15,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,34054.44429228462,5.1889496997932385,34054.621000000036,1,91.95377846436142
16,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,34070.88936208065,477.7137904607085,34054.621000000036,1,0.0
17,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,34097.127155299444,1248.1758437249493,34054.621000000036,1,0.0
18,22_MAK-UNK-af83ef51-2,MAK-UNK-af83ef51-2,192.29,34467.94171048454,2988.935047763378,34571.27300000004,3,0.0
